Tiempo,Resistencia,Temperatura
16129,22642,7.25
16159,22434,7.44
16189,22642,7.25
16219,22331,7.54
16249,22642,7.25
16279,22747,7.15
16309,22747,7.15
16339,22642,7.25
16369,22537,7.34
16399,22747,7.15
16429,22958,6.96
16459,23065,6.86
16490,23065,6.86
16520,23065,6.86
16550,23391,6.57
16580,23173,6.77
16610,23173,6.77
16640,23391,6.57
16670,23391,6.57
16700,23834,6.18
16730,23391,6.57
16760,23391,6.57
16790,22537,7.34
16820,23391,6.57
16850,23282,6.67
16880,23391,6.57
16910,23065,6.86
16940,23391,6.57
16970,23947,6.08
17000,23282,6.67
17030,22642,7.25
17060,23173,6.77
17090,23065,6.86
17120,23391,6.57
17150,23500,6.47
17180,23722,6.28
17210,23065,6.86
17240,23500,6.47
17270,23173,6.77
17300,23282,6.67
17331,23391,6.57
17361,23500,6.47
17391,23391,6.57
17421,23500,6.47
17451,23065,6.86
17481,23391,6.57
17511,23391,6.57
17541,23282,6.67
17571,23173,6.77
17601,23500,6.47
17631,23611,6.38
17661,23722,6.28
17691,23611,6.38
17721,23282,6.67
17751,23282,6.67
17781,23391,6.57
17811,23391,6.57
17841,23282,6.67
17871,23282,6.67
17901,23391,6.57
17931,23500,6.47
17961,23391,6.57
17991,23500,6.47
18021,23391,6.57
18051,23391,6.57
18081,23611,6.38
18111,24290,5.79
18142,23611,6.38
18172,23500,6.47
18202,23611,6.38
18232,23834,6.18
18262,23391,6.57
18292,23282,6.67
18322,23391,6.57
18352,23611,6.38
18382,23611,6.38
18412,23722,6.28
18442,22747,7.15
18472,23173,6.77
18502,23611,6.38
18532,23611,6.38
18562,23722,6.28
18592,23722,6.28
18622,23611,6.38
18652,23611,6.38
18682,23500,6.47
18712,23500,6.47
18742,23500,6.47
18772,23282,6.67
18802,23611,6.38
18832,23500,6.47
18862,23611,6.38
18892,23722,6.28
18922,23722,6.28
18953,23500,6.47
18983,23611,6.38
19013,23834,6.18
19043,23611,6.38
19073,23834,6.18
19103,23722,6.28
19133,23282,6.67
19163,23722,6.28
19193,23611,6.38
19223,23391,6.57
19253,23611,6.38
19283,23611,6.38
19313,23611,6.38
19343,23391,6.57
19373,23722,6.28
19403,23611,6.38
19433,23722,6.28
19463,23611,6.38
19493,23500,6.47
19523,23611,6.38
19553,23611,6.38
19583,23722,6.28
19613,23611,6.38
19643,23282,6.67
19673,23500,6.47
19703,23722,6.28
19733,24175,5.89
19763,23611,6.38
19794,23611,6.38
