Tiempo,Resistencia,Temperatura
3934,16389,14.11
3964,16595,13.84
3994,16526,13.93
4024,16526,13.93
4054,16457,14.02
4084,16321,14.20
4114,16185,14.39
4144,16734,13.66
4174,16595,13.84
4204,16595,13.84
4235,16734,13.66
4265,16665,13.75
4295,16734,13.66
4325,16805,13.57
4355,16805,13.57
4385,17018,13.30
4415,17162,13.12
4445,16946,13.39
4475,17162,13.12
4505,16946,13.39
4535,17018,13.30
4565,17307,12.94
4595,17089,13.21
4625,18214,11.84
4655,17234,13.03
4685,17162,13.12
4715,17380,12.85
4745,17307,12.94
4775,17454,12.75
4805,17678,12.48
4835,17307,12.94
4865,17528,12.66
4895,16185,14.39
4925,17454,12.75
4955,17753,12.39
4985,17753,12.39
5015,17454,12.75
5046,17528,12.66
5076,17829,12.30
5106,17603,12.57
5136,17603,12.57
5166,17528,12.66
5196,17753,12.39
5226,17829,12.30
5256,17829,12.30
5286,18450,11.57
5316,17829,12.30
5346,17981,12.12
5376,17981,12.12
5406,17829,12.30
5436,17829,12.30
5466,18136,11.93
5496,17905,12.21
5526,18292,11.75
5556,18214,11.84
5586,18136,11.93
5616,17981,12.12
5646,18371,11.66
5676,18136,11.93
5706,18609,11.38
5736,18529,11.47
5766,18529,11.47
5796,18852,11.11
5826,18371,11.66
5856,18371,11.66
5887,18450,11.57
5917,18609,11.38
5947,18292,11.75
5977,18609,11.38
6007,18450,11.57
6037,19183,10.74
6067,18529,11.47
6097,18609,11.38
6127,18529,11.47
6157,18771,11.20
6187,18934,11.01
6217,18852,11.11
6247,18771,11.20
6277,18934,11.01
6307,18771,11.20
6337,18852,11.11
6367,18934,11.01
6397,18934,11.01
6427,19017,10.92
6457,19017,10.92
6487,19436,10.46
6517,18690,11.29
6547,19351,10.55
6577,18852,11.11
6607,19351,10.55
6637,19521,10.36
6667,19183,10.74
6697,19351,10.55
6728,19521,10.36
6758,19780,10.09
6788,18771,11.20
6818,19436,10.46
6848,19436,10.46
6878,19266,10.64
6908,19351,10.55
6938,19606,10.27
6968,19780,10.09
6998,19521,10.36
7028,19606,10.27
7058,19521,10.36
7088,19780,10.09
7118,19780,10.09
7148,19867,9.99
7178,19867,9.99
7208,19867,9.99
7238,19693,10.18
7268,19780,10.09
7298,19955,9.90
7328,19693,10.18
7358,19780,10.09
7388,19867,9.99
7418,19606,10.27
7448,19955,9.90
7478,19955,9.90
7508,19867,9.99
7538,20132,9.71
7569,20132,9.71
7599,20132,9.71
7629,20132,9.71
7659,20221,9.62
7689,20043,9.81
7719,20311,9.53
7749,20221,9.62
7779,19693,10.18
7809,20492,9.34
7839,20132,9.71
7869,20311,9.53
7899,20311,9.53
7929,20132,9.71
7959,21145,8.68
7989,20401,9.43
8019,20311,9.53
8049,20676,9.15
8079,20492,9.34
8109,20584,9.24
8139,20584,9.24
8169,20862,8.96
8199,20676,9.15
8229,20676,9.15
8259,20584,9.24
8289,20676,9.15
8319,20769,9.06
8349,20862,8.96
8379,20955,8.87
8409,20955,8.87
8440,21050,8.77
8470,21050,8.77
8500,21240,8.58
8530,20955,8.87
8560,21050,8.77
8590,21336,8.49
8620,21050,8.77
8650,21433,8.39
8680,21050,8.77
8710,21336,8.49
8740,21336,8.49
8770,21240,8.58
8800,21433,8.39
8830,21145,8.68
8860,21530,8.30
8890,21727,8.11
8920,21628,8.20
8950,21530,8.30
8980,21727,8.11
9010,21530,8.30
9040,21336,8.49
9070,21530,8.30
9100,21727,8.11
9130,21727,8.11
9160,21530,8.30
9190,21336,8.49
9220,21530,8.30
9250,21628,8.20
9280,22127,7.73
9311,21727,8.11
9341,21727,8.11
9371,21925,7.92
9401,21240,8.58
9431,21826,8.01
9461,21925,7.92
9491,21826,8.01
9521,21727,8.11
9551,22127,7.73
9581,21925,7.92
9611,22228,7.63
9641,22026,7.82
9671,22026,7.82
9701,22127,7.73
9731,22026,7.82
9761,22026,7.82
9791,22026,7.82
9821,22228,7.63
9851,22228,7.63
9881,22127,7.73
9911,21925,7.92
9941,22228,7.63
9971,22537,7.34
10001,22026,7.82
10031,22331,7.54
10061,22127,7.73
10091,22331,7.54
10121,22537,7.34
10152,22434,7.44
10182,22537,7.34
10212,22434,7.44
10242,22537,7.34
10272,22434,7.44
10302,22434,7.44
10332,22642,7.25
10362,22434,7.44
10392,22642,7.25
10422,22642,7.25
10452,22537,7.34
10482,22434,7.44
10512,22642,7.25
10542,22747,7.15
10572,22747,7.15
10602,22642,7.25
10632,22852,7.06
10662,22747,7.15
10692,22434,7.44
10722,22747,7.15
10752,23391,6.57
10782,22958,6.96
10812,22852,7.06
10842,23065,6.86
10872,22642,7.25
10902,22852,7.06
10932,22958,6.96
10962,22331,7.54
10993,22852,7.06
11023,22958,6.96
11053,22958,6.96
11083,22958,6.96
11113,22958,6.96
11143,23065,6.86
11173,23065,6.86
11203,23391,6.57
11233,23282,6.67
11263,23282,6.67
11293,23173,6.77
11323,22958,6.96
11353,23065,6.86
11383,23173,6.77
11413,22537,7.34
11443,22747,7.15
11473,23173,6.77
11503,23173,6.77
11533,23611,6.38
11563,23065,6.86
11593,22958,6.96
11623,23173,6.77
11653,23065,6.86
11683,23500,6.47
11713,23391,6.57
11743,23173,6.77
11773,23391,6.57
11803,22958,6.96
11834,23722,6.28
11864,23722,6.28
11894,22537,7.34
11924,23611,6.38
11954,23947,6.08
11984,23282,6.67
12014,23722,6.28
12044,23500,6.47
12074,23722,6.28
12104,23722,6.28
12134,23722,6.28
12164,23611,6.38
12194,23611,6.38
12224,22537,7.34
12254,23722,6.28
12284,24061,5.99
12314,23722,6.28
12344,24061,5.99
12374,23500,6.47
12404,24061,5.99
12434,23947,6.08
12464,23947,6.08
12494,23834,6.18
12524,23611,6.38
12554,23611,6.38
12584,24175,5.89
12614,23947,6.08
12644,23947,6.08
12675,23947,6.08
12705,24061,5.99
12735,24406,5.69
12765,23834,6.18
12795,24061,5.99
12825,24061,5.99
12855,24175,5.89
12885,24061,5.99
12915,24175,5.89
12945,23834,6.18
12975,23722,6.28
13005,24175,5.89
13035,24175,5.89
13065,24175,5.89
13095,24406,5.69
13125,23834,6.18
